,loteria,concurso,data,local,dezenasOrdemSorteio,dezenas,trevos,timeCoracao,mesSorte,premiacoes,estadosPremiados,observacao,acumulou,proximoConcurso,dataProximoConcurso,localGanhadores,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso
1621,megasena,2789.0,2024-10-24,"ESPAÇO DA SORTE em SÃO PAULO, SP","['19', '03', '17', '55', '20', '18']","['03', '17', '18', '19', '20', '55']",[],null,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 137, 'valorPremio': 25356.3}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6634, 'valorPremio': 748.05}]",[],,1.0,2790.0,26/10/2024,[],60251195.0,76119201.02,110683274.17,76119201.02,85000000.0
1622,megasena,1257.0,12/02/2011,"Caminhão da Sorte em BALNEÁRIO ARROIO DO SILVA, SC","['27', '15', '30', '52', '26', '02']","['02', '15', '26', '27', '30', '52']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 2, 'valorPremio': 26211767.61}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 154, 'valorPremio': 24358.21}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 11765, 'valorPremio': 455.48}]",[],,0.0,1258.0,16/02/2011,"[{'ganhadores': 1, 'municipio': 'MADALENA', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'CE'}, {'ganhadores': 1, 'municipio': 'RIO DE JANEIRO', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RJ'}]",64072694.0,11338622.3,6573695.79,0.0,2500000.0
1625,megasena,248.0,02/12/2000,"Caminhão da Sorte em PONTA GROSSA, PR","['56', '16', '34', '41', '35', '32']","['16', '32', '34', '35', '41', '56']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 50, 'valorPremio': 21550.72}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4862, 'valorPremio': 220.96}]",[],Estimativa prêmio próximo concurso:R$5MILHÕES.,1.0,249.0,,[],0.0,14094993.24,0.0,3489735.08,0.0
1627,megasena,368.0,2002-06-08,"Caminhão da Sorte em Bananeiras, PB","['13', '50', '38', '32', '44', '29']","['13', '29', '32', '38', '44', '50']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 53, 'valorPremio': 10725.28}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3220, 'valorPremio': 175.87}]",[],"Estimativa de prêmio (SENA)próximo concurso: R$ 1.300.000,00.",1.0,369.0,12/06/2002,[],0.0,5853329.01,0.0,682127.44,0.0
1630,megasena,666.0,21/05/2005,"Caminhão da Sorte em Pontal, SP","['07', '26', '16', '29', '45', '55']","['07', '16', '26', '29', '45', '55']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 77, 'valorPremio': 26923.37}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 8122, 'valorPremio': 254.29}]",[],"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/05/2005: R$34.000.000,00.",1.0,667.0,25/05/2005,[],0.0,4565915.59,0.0,30250022.18,0.0
1633,megasena,1155.0,20/02/2010,"Caminhão da Sorte em GUARUJÁ, SP","['28', '58', '41', '40', '51', '20']","['20', '28', '40', '41', '51', '58']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 76, 'valorPremio': 47668.53}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6061, 'valorPremio': 853.89}]",[],,1.0,1156.0,24/02/2010,[],61880258.0,4194830.11,6350892.01,53368610.37,61000000.0
1639,megasena,588.0,11/08/2004,"Caminhão da Sorte em URUSSANGA, SC","['45', '13', '46', '55', '53', '11']","['11', '13', '45', '46', '53', '55']",[],-,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 22, 'valorPremio': 29565.71}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2088, 'valorPremio': 310.34}]",,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$4.500.000,00 (QUATRO MILHÕES E QUINHENTOS MIL REAIS).",1.0,589.0,14/08/2004,[],0.0,3637299.89,0.0,3254587.92,0.0
1642,megasena,2843.0,22/03/2025,"ESPAÇO DA SORTE em SÃO PAULO, SP","['59', '40', '43', '37', '01', '39']","['01', '37', '39', '40', '43', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 41, 'valorPremio': 59604.51}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2537, 'valorPremio': 1376.08}]",[],,1.0,2844.0,25/03/2025,[],41960085.0,9930256.14,25703223.8,10317021.59,14500000.0
1644,megasena,707.0,19/10/2005,"Caminhão da Sorte em MACAPÁ, AP","['51', '08', '01', '43', '10', '36']","['01', '08', '10', '36', '43', '51']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 2, 'valorPremio': 19919975.72}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 140, 'valorPremio': 14306.28}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 12461, 'valorPremio': 160.12}]",[],"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/10/2005: R$1.500.000,00.",0.0,708.0,22/10/2005,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'MG'}, {'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RO'}]",0.0,7397061.33,0.0,0.0,0.0
1645,megasena,1051.0,25/02/2009,"Caminhão da Sorte em SÃO JOÃO DA BARRA, RJ","['57', '11', '07', '43', '10', '13']","['07', '10', '11', '13', '43', '57']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 66, 'valorPremio': 11893.94}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5281, 'valorPremio': 148.65}]",[],,1.0,1052.0,28/02/2009,[],0.0,2326517.33,7622521.57,11636051.15,14000000.0
1647,megasena,1648.0,29/10/2014,"ESTÚDIO DE TV em OSASCO, SP","['48', '18', '15', '22', '20', '16']","['15', '16', '18', '20', '22', '48']",[],,--,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 98, 'valorPremio': 17711.66}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5545, 'valorPremio': 447.18}]",[],,1.0,1649.0,01/11/2014,[],29647770.0,19744495.26,66306333.55,3197419.78,7000000.0
1653,megasena,1529.0,11/09/2013,"Caminhão da Sorte em NOVA ODESSA, SP","['35', '17', '15', '34', '49', '11']","['11', '15', '17', '34', '35', '49']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 8144582.4}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 75, 'valorPremio': 23758.3}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6622, 'valorPremio': 384.4}]",[],,0.0,1530.0,14/09/2013,"[{'ganhadores': 1, 'municipio': 'CAMPINA GRANDE DO SUL', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'PR'}]",30435704.0,11539759.74,41210312.13,0.0,15000000.0
1655,megasena,193.0,13/11/1999,"Caminhão da Sorte em CASCÁVEL, PR","['12', '04', '11', '49', '43', '19']","['04', '11', '12', '19', '43', '49']",[],N/A,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 190, 'valorPremio': 7199.87}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 11415, 'valorPremio': 119.39}]",[],"Previsão prêmio próximo concurso R$5.300.000,00.",1.0,194.0,,[],0.0,9747585.12,0.0,3104692.58,0.0
1656,megasena,2198.0,16/10/2019," em SÃO PAULO, SP","['56', '11', '34', '44', '36', '01']","['01', '11', '34', '36', '44', '56']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 34615569.28}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 47, 'valorPremio': 56334.8}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4402, 'valorPremio': 859.26}]",[],,0.0,2199.0,19/10/2019,"[{'ganhadores': 1, 'municipio': 'FORTALEZA', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'CE'}]",45923384.5,12902691.83,80008111.29,0.0,3000000.0
1660,megasena,823.0,09/12/2006,"Caminhão da Sorte em Barão de Cocais, MG","['15', '26', '59', '01', '54', '51']","['01', '15', '26', '51', '54', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 22, 'valorPremio': 35180.77}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2144, 'valorPremio': 359.62}]",[],"ACUMULOU!!! Estimativa de prêmio (6 acertos) para o próximo concurso, a ser realizado em 13/12/2006: R$5.000.000,00.",1.0,824.0,13/12/2006,[],0.0,4131747.81,0.0,3566468.83,0.0
1664,megasena,2152.0,18/05/2019,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP","['49', '36', '29', '26', '59', '50']","['26', '29', '36', '49', '50', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 28, 'valorPremio': 77547.6}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2420, 'valorPremio': 1281.77}]",[],,1.0,2153.0,22/05/2019,[],37661085.0,34242569.32,44327311.16,7471320.38,12000000.0
1668,megasena,273.0,26/05/2001,"Caminhão da Sorte em Goiânia, GO","['47', '52', '10', '27', '23', '17']","['10', '17', '23', '27', '47', '52']",[],, ,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 3456480.23}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 92, 'valorPremio': 11326.92}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 7241, 'valorPremio': 143.38}]",,Estimativa prêmio próximo concurso (sena) :R$1MILHÃO.,0.0,274.0,,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'PE'}]",0.0,4067242.44,0.0,0.0,0.0
1669,megasena,26.0,1996-09-01,"Caminhão da Sorte em Ribeirão Preto, SP","['50', '53', '57', '10', '58', '22']","['10', '22', '50', '53', '57', '58']",,-,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 16, 'valorPremio': 52473.74}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 1823, 'valorPremio': 460.55}]",[],,1.0,27.0,,[],0.0,6698588.11,0.0,1892469.3,0.0
1673,megasena,2071.0,22/08/2018,"Caminhão da Sorte em ITABELA, BA","['35', '46', '34', '60', '24', '33']","['24', '33', '34', '35', '46', '60']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 33, 'valorPremio': 75294.4}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3760, 'valorPremio': 944.04}]",[],,1.0,2072.0,25/08/2018,[],43096606.0,5369889.11,45620020.45,27768582.95,33000000.0
1674,megasena,2490.0,11/06/2022,"ESPAÇO DA SORTE em SÃO PAULO, SP","['11', '16', '41', '17', '46', '59']","['11', '16', '17', '41', '46', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 65, 'valorPremio': 65482.06}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5432, 'valorPremio': 1119.38}]",[],,1.0,2491.0,15/06/2022,[],73823548.5,4928386.27,60014318.26,42154159.81,52000000.0
1677,megasena,2738.0,18/06/2024,"ESPAÇO DA SORTE em SÃO PAULO, SP","['44', '46', '02', '60', '19', '25']","['02', '19', '25', '44', '46', '60']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 75, 'valorPremio': 41783.52}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5607, 'valorPremio': 798.43}]",[],,1.0,2739.0,20/06/2024,[],54353255.0,13867514.93,66797615.77,53023186.23,60000000.0
