,loteria,concurso,data,local,dezenasOrdemSorteio,dezenas,trevos,timeCoracao,mesSorte,premiacoes,estadosPremiados,observacao,acumulou,proximoConcurso,dataProximoConcurso,localGanhadores,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso
7143,megasena,1617.0,16/07/2014,"Auditório em OSASCO, SP","['23', '31', '47', '54', '03', '26']","['03', '23', '26', '31', '47', '54']",[],,nan,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 2, 'valorPremio': 16075904.16}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 265, 'valorPremio': 14162.36}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 13116, 'valorPremio': 408.77}]",[],SORTEIO REALIZADO EM ESTÚDIO DE TV.,0.0,1618.0,19/07/2014,"[{'ganhadores': 1, 'municipio': 'UBERLÂNDIA', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'MG'}, {'ganhadores': 1, 'municipio': 'SANTO ANDRÉ', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",64104445.0,10493305.97,40729916.63,0.0,3000000.0
7146,megasena,2881.0,28/06/2025,"ESPAÇO DA SORTE em SÃO PAULO, SP","['11', '16', '35', '39', '13', '34']","['11', '13', '16', '34', '35', '39']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 61, 'valorPremio': 53142.41}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4714, 'valorPremio': 982.38}]",[],,1.0,2882.0,01/07/2025,[],55660165.0,6551300.8,60866951.19,44719365.89,52000000.0
7148,megasena,460.0,07/05/2003,"Caminhão da Sorte em Uberaba, MG","['19', '55', '30', '23', '37', '49']","['19', '23', '30', '37', '49', '55']",[], ,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 155, 'valorPremio': 9688.96}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 9464, 'valorPremio': 158.09}]",[],"Estimativa de prêmio (SENA) próximo concurso:R$20.000.000,00.",1.0,461.0,10/05/2003,[],0.0,1201430.37,0.0,17708446.64,0.0
7155,megasena,1928.0,09/05/2017,"Caminhão da Sorte em LUCAS DO RIO VERDE, MT","['28', '51', '59', '26', '53', '10']","['10', '26', '28', '51', '53', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 28, 'valorPremio': 31886.89}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 1630, 'valorPremio': 782.5}]",[],,1.0,1929.0,11/05/2017,[],15485907.5,9746224.36,25715492.26,1644692.28,3500000.0
7161,megasena,1510.0,2013-07-10,"Auditório em SÃO PAULO, SP","['01', '08', '44', '17', '46', '53']","['01', '08', '17', '44', '46', '53']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 22933056.04}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 95, 'valorPremio': 24874.7}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 9101, 'valorPremio': 370.93}]",[],SORTEIO REALIZADO EM ESTÚDIO DE TV.,0.0,1511.0,13/07/2013,"[{'ganhadores': 1, 'municipio': 'PONTA GROSSA', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'PR'}]",40363448.0,2736216.89,31925104.94,0.0,2700000.0
7162,megasena,286.0,11/08/2001,"Caminhão da Sorte em Betim, MG","['44', '37', '56', '29', '47', '35']","['29', '35', '37', '44', '47', '56']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 59, 'valorPremio': 13743.96}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3739, 'valorPremio': 216.06}]",[],"Estimativa prêmio (SENA)próximo concurso:
 R$ 2.000.000,00.",1.0,287.0,15/08/2001,[],0.0,6179714.97,0.0,1398941.94,0.0
7165,megasena,2203.0,30/10/2019," em SÃO PAULO, SP","['34', '46', '57', '50', '17', '49']","['17', '34', '46', '49', '50', '57']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 57, 'valorPremio': 49414.01}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4811, 'valorPremio': 836.35}]",[],,1.0,2204.0,04/11/2019,[],48852209.0,10412138.8,82817619.41,34518944.88,40000000.0
7166,megasena,1865.0,13/10/2016,"Caminhão da Sorte em PIRIPIRI, PI","['42', '05', '32', '37', '01', '31']","['01', '05', '31', '32', '37', '42']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 38, 'valorPremio': 65074.31}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3936, 'valorPremio': 897.51}]",[],,1.0,1866.0,15/10/2016,[],42890351.0,2863269.53,51491161.05,22359420.3,27000000.0
7168,megasena,2008.0,27/01/2018,"Caminhão da Sorte em CONCÓRDIA, SC","['27', '22', '58', '33', '59', '42']","['22', '27', '33', '42', '58', '59']",[],nan,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 49, 'valorPremio': 51384.62}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4215, 'valorPremio': 853.36}]",[],,1.0,2009.0,31/01/2018,[],43671250.0,10266497.74,4088540.82,24056145.97,30000000.0
7169,megasena,1348.0,22/12/2011,"Auditório em SÃO PAULO, SP","['38', '45', '39', '07', '12', '56']","['07', '12', '38', '39', '45', '56']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 89, 'valorPremio': 15808.64}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5009, 'valorPremio': 401.26}]",[],SORTEIO REALIZADO EM ESTÚDIO DE TV.,1.0,1349.0,24/12/2011,[],24032082.0,8085384.16,62406856.67,4273242.73,7000000.0
7170,megasena,1597.0,07/05/2014,"Auditório em OSASCO, SP","['16', '52', '05', '44', '10', '50']","['05', '10', '16', '44', '50', '52']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 57, 'valorPremio': 28914.82}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5638, 'valorPremio': 417.61}]",[],SORTEIO REALIZADO EM ESTÚDIO DE TV,1.0,1598.0,10/05/2014,[],28151542.0,6892941.56,27505330.29,3036056.24,7000000.0
7179,megasena,146.0,19/12/1998, em ,"['51', '34', '25', '60', '42', '32']","['25', '32', '34', '42', '51', '60']",[],null,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 51, 'valorPremio': 23923.45}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4079, 'valorPremio': 298.52}]",[],,1.0,147.0,,[],0.0,14577902.95,0.0,2747335.81,0.0
7190,megasena,1360.0,04/02/2012,"Caminhão da Sorte em GAROPABA, SC","['50', '25', '17', '16', '54', '02']","['02', '16', '17', '25', '50', '54']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 2, 'valorPremio': 22673254.06}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 112, 'valorPremio': 30004.55}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 9880, 'valorPremio': 485.9}]",[],,0.0,1361.0,08/02/2012,"[{'ganhadores': 1, 'municipio': 'ARAPIRACA', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'AL'}, {'ganhadores': 1, 'municipio': 'ITAÚNA', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'MG'}]",57400014.0,3891116.73,5295154.83,0.0,2500000.0
7193,megasena,2643.0,10/10/2023,"ESPAÇO DA SORTE em SÃO PAULO, SP","['10', '29', '56', '02', '59', '31']","['02', '10', '29', '31', '56', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 39, 'valorPremio': 44282.29}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2457, 'valorPremio': 1004.13}]",[],,1.0,2644.0,14/10/2023,[],29953940.0,10398345.77,88035664.78,6901765.34,12000000.0
7197,megasena,650.0,2005-03-26,"Caminhão da Sorte em MOGI MIRIM, SP","['53', '59', '25', '29', '10', '24']","['10', '24', '25', '29', '53', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 29, 'valorPremio': 24322.62}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2765, 'valorPremio': 254.15}]",[],"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS).",1.0,651.0,30/03/2005,[],0.0,881695.13,0.0,7955241.21,0.0
7199,megasena,2180.0,17/08/2019,"Espaço Loterias Caixa em SÃO PAULO, SP","['16', '12', '10', '21', '28', '38']","['10', '12', '16', '21', '28', '38']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 95, 'valorPremio': 28276.52}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6869, 'valorPremio': 558.67}]",,,1.0,2181.0,21/08/2019,[],46592493.5,3110416.77,63474286.93,24964336.79,31000000.0
7203,megasena,1250.0,19/01/2011,"Auditório em BRASÍLIA, DF","['59', '01', '02', '40', '51', '24']","['01', '02', '24', '40', '51', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 61, 'valorPremio': 23819.88}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4394, 'valorPremio': 472.4}]",[],,1.0,1251.0,22/01/2011,[],24818540.0,1682435.75,1979225.06,9702756.58,12000000.0
7207,megasena,789.0,12/08/2006,"Caminhão da Sorte em Brasília, DF","['60', '39', '31', '38', '06', '50']","['06', '31', '38', '39', '50', '60']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 13, 'valorPremio': 62482.48}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 1808, 'valorPremio': 447.56}]",[],"ACUMULOU!!! Estimativa de prêmio (06 acertos) para o próximo concurso, a ser realizado em 16/08/2006: R$11.000.000,00.",1.0,790.0,16/08/2006,[],0.0,9027559.48,0.0,9027559.48,0.0
7208,megasena,931.0,31/12/2007,"Caminhão da Sorte em Rio de Janeiro, RJ","['17', '34', '07', '36', '39', '19']","['07', '17', '19', '34', '36', '39']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 245, 'valorPremio': 9393.97}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 14573, 'valorPremio': 157.93}]",[],,1.0,932.0,05/01/2008,[],0.0,4550873.6,0.0,15785742.06,20000000.0
7210,megasena,989.0,23/07/2008,"Caminhão da Sorte em TOLEDO, PR","['38', '21', '27', '02', '29', '32']","['02', '21', '27', '29', '32', '38']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 130, 'valorPremio': 23437.38}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 10296, 'valorPremio': 295.93}]",[],,1.0,990.0,26/07/2008,[],0.0,44005353.43,0.0,44005353.43,52000000.0
7215,megasena,2293.0,26/08/2020,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP","['01', '48', '42', '10', '02', '37']","['01', '02', '10', '37', '42', '48']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 69, 'valorPremio': 51206.89}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5498, 'valorPremio': 918.06}]",[],,1.0,2294.0,29/08/2020,[],61282534.5,14213552.83,56490414.38,45738828.97,52000000.0
7216,megasena,302.0,06/10/2001,"Caminhão da Sorte em Chapecó, SC","['25', '40', '12', '60', '30', '41']","['12', '25', '30', '40', '41', '60']",[], ,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 101, 'valorPremio': 13505.06}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6361, 'valorPremio': 213.63}]",[],Estimativa prêmio (SENA) próximo concurso: R$12 MILHÕES.,1.0,303.0,10/10/2001,[],0.0,2629922.29,0.0,11051609.38,0.0
7217,megasena,2445.0,19/01/2022,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP","['25', '32', '47', '11', '37', '56']","['11', '25', '32', '37', '47', '56']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 63, 'valorPremio': 38345.37}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3802, 'valorPremio': 907.7}]",[],,1.0,2446.0,22/01/2022,[],41899882.5,2797194.26,2601093.32,16336473.72,22000000.0
7218,megasena,636.0,02/02/2005,"Caminhão da Sorte em PERUÍBE, SP","['30', '32', '34', '50', '28', '26']","['26', '28', '30', '32', '34', '50']",[],null,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 74, 'valorPremio': 12762.47}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3170, 'valorPremio': 296.79}]",[],"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$ 13.000.000,00 (TREZE MILHÕES DE REAIS).",1.0,637.0,05/02/2005,[],0.0,2373649.43,0.0,11112246.45,0.0
7220,megasena,1228.0,03/11/2010,"Caminhão da Sorte em TAUÁ, CE","['36', '10', '60', '52', '50', '23']","['10', '23', '36', '50', '52', '60']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 43, 'valorPremio': 24741.5}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3050, 'valorPremio': 498.3}]",,,1.0,1229.0,06/11/2010,[],18171942.0,7324367.86,52354614.11,1959787.41,5000000.0
7222,megasena,1268.0,23/03/2011,"Caminhão da Sorte em Luziânia, GO","['17', '53', '60', '44', '16', '03']","['03', '16', '17', '44', '53', '60']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 123, 'valorPremio': 22695.13}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 8836, 'valorPremio': 451.31}]",[],,1.0,1269.0,26/03/2011,[],47680918.0,11219087.49,12386808.63,33033525.87,39000000.0
7224,megasena,2464.0,19/03/2022,"ESPAÇO DA SORTE em SÃO PAULO, SP","['02', '43', '07', '52', '24', '56']","['02', '07', '24', '43', '52', '56']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 2, 'valorPremio': 94690936.18}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 496, 'valorPremio': 35454.28}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 31802, 'valorPremio': 789.94}]",[],,0.0,2465.0,23/03/2022,"[{'ganhadores': 1, 'municipio': 'CANAL ELETRONICO', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': '--'}, {'ganhadores': 1, 'municipio': 'MONGAGUA', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",305006872.5,69389852.3,29165845.47,69389852.3,80000000.0
7226,megasena,1932.0,20/05/2017,"Caminhão da Sorte em PONTES E LACERDA, MT","['55', '21', '16', '44', '29', '10']","['10', '16', '21', '29', '44', '55']",[], ,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 72, 'valorPremio': 38379.16}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5449, 'valorPremio': 724.45}]",[],,1.0,1933.0,24/05/2017,[],47928555.5,8520866.09,28007004.13,28993285.02,34000000.0
7229,megasena,936.0,19/01/2008,"Caminhão da Sorte em Aracaju, SE","['05', '33', '14', '29', '44', '22']","['05', '14', '22', '29', '33', '44']",[],,nan,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 2, 'valorPremio': 8699137.89}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 144, 'valorPremio': 10297.63}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 9280, 'valorPremio': 159.79}]",[],Ganhadores de 6 acertos: Rio de Janeiro/RJ e Porto Alegre/RS.,0.0,937.0,23/01/2008,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RJ'}, {'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RS'}]",0.0,3492792.66,0.0,0.0,1200000.0
7232,megasena,1666.0,03/01/2015,"CAMINHÃO DA SORTE em POSSE, GO","['51', '27', '01', '23', '45', '02']","['01', '02', '23', '27', '45', '51']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 82, 'valorPremio': 15191.8}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5042, 'valorPremio': 352.95}]",[],,1.0,1667.0,07/01/2015,[],21277950.0,1442421.02,327822.98,2294760.72,5000000.0
7233,megasena,1377.0,04/04/2012,"Caminhão da Sorte em RIO GRANDE, RS","['25', '05', '13', '12', '35', '02']","['02', '05', '12', '13', '25', '35']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 5600981.17}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 175, 'valorPremio': 9128.17}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 12352, 'valorPremio': 184.75}]",[],,0.0,1378.0,07/04/2012,"[{'ganhadores': 1, 'municipio': 'RIO DE JANEIRO', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RJ'}]",27285304.0,5771684.15,12329677.36,0.0,2000000.0
7237,megasena,1316.0,2011-09-03,"Caminhão da Sorte em VIRGÍNIA, MG","['48', '34', '25', '42', '13', '08']","['08', '13', '25', '34', '42', '48']",[],,null,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 2824002.29}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 241, 'valorPremio': 6361.12}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 9757, 'valorPremio': 224.45}]",[],,0.0,1317.0,08/09/2011,"[{'ganhadores': 1, 'municipio': 'VINHEDO', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",26185292.0,7188729.97,44325136.83,0.0,2000000.0
7244,megasena,2753.0,25/07/2024,"ESPAÇO DA SORTE em SÃO PAULO, SP","['46', '55', '06', '31', '52', '26']","['06', '26', '31', '46', '52', '55']",[],null,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 45, 'valorPremio': 78111.86}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3695, 'valorPremio': 1358.99}]",[],,1.0,2754.0,27/07/2024,[],60966145.0,15605042.74,82248740.26,64640150.13,72000000.0
7246,megasena,2300.0,17/09/2020,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP","['37', '39', '21', '09', '54', '43']","['09', '21', '37', '39', '43', '54']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 76, 'valorPremio': 29541.74}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3877, 'valorPremio': 827.28}]",[],,1.0,2301.0,19/09/2020,[],38941159.5,2599672.87,62477966.72,31289910.51,36000000.0
7248,megasena,2079.0,18/09/2018,"CAMINHÃO DA SORTE em OLIVEIRA, MG","['55', '37', '58', '14', '02', '01']","['01', '02', '14', '37', '55', '58']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 23, 'valorPremio': 43305.35}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 1681, 'valorPremio': 846.45}]",[],,1.0,2080.0,20/09/2018,[],17275706.0,14977664.94,50379053.04,14977664.94,17000000.0
7251,megasena,598.0,15/09/2004,"Caminhão da Sorte em PORTO ALEGRE, RS","['05', '16', '53', '38', '50', '34']","['05', '16', '34', '38', '50', '53']",,,--,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 2, 'valorPremio': 23179951.19}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 234, 'valorPremio': 15531.4}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 19229, 'valorPremio': 188.29}]",[],"Estimativa de prêmio (SENA) próximo concurso: R$1.000.000,00.",0.0,599.0,18/09/2004,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'DF'}, {'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RS'}]",0.0,13144938.94,0.0,0.0,0.0
7252,megasena,132.0,12/09/1998, em ,"['44', '35', '50', '41', '09', '07']","['07', '09', '35', '41', '44', '50']",[],nan,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 143, 'valorPremio': 20846.64}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 12179, 'valorPremio': 244.29}]",[],"A MEGA CONTINUA ACUMULADA - Previsão de Prêmio para o Conc.133 = 29.000.000,00",1.0,133.0,,[],0.0,5814799.58,0.0,25343057.89,0.0
7256,megasena,2936.0,04/11/2025,"ESPAÇO DA SORTE em SÃO PAULO, SP","['29', '32', '04', '15', '09', '07']","['04', '07', '09', '15', '29', '32']",[],null,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 61, 'valorPremio': 34125.04}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5298, 'valorPremio': 647.65}]",[],,1.0,2937.0,06/11/2025,[],52238016.0,7206963.33,138343105.44,40262461.22,48000000.0
7257,megasena,1146.0,2010-01-20,"Caminhão da Sorte em MACEIÓ, AL","['10', '34', '53', '33', '28', '06']","['06', '10', '28', '33', '34', '53']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 53, 'valorPremio': 18010.8}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3641, 'valorPremio': 374.53}]",[],,1.0,1147.0,23/01/2010,[],16304810.0,3061391.05,1724257.97,1758423.03,4000000.0
7258,megasena,2639.0,30/09/2023,"ESPAÇO DA SORTE em SÃO PAULO, SP","['49', '22', '48', '08', '11', '02']","['02', '08', '11', '22', '48', '49']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 86, 'valorPremio': 28116.34}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6619, 'valorPremio': 521.87}]",[],,1.0,2640.0,03/10/2023,[],41938845.0,23103185.31,85672404.32,23103185.31,29000000.0
7261,megasena,1298.0,06/07/2011,"Caminhão da Sorte em GUARATINGUETÁ, SP","['60', '14', '53', '30', '15', '55']","['14', '15', '30', '53', '55', '60']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 9047534.6}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 38, 'valorPremio': 48940.41}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4046, 'valorPremio': 656.63}]",[],,0.0,1299.0,09/07/2011,"[{'ganhadores': 1, 'municipio': 'MANDAGUARI', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'PR'}]",31765670.0,10757369.17,34059116.7,0.0,2000000.0
7263,megasena,2647.0,2023-10-21,"ESPAÇO DA SORTE em SÃO PAULO, SP","['54', '33', '09', '50', '39', '43']","['09', '33', '39', '43', '50', '54']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 46, 'valorPremio': 84014.29}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3784, 'valorPremio': 1459.02}]",[],,1.0,2648.0,24/10/2023,[],67030160.0,11052408.07,91428831.53,44929803.07,52000000.0
7268,megasena,1235.0,27/11/2010,"Caminhão da Sorte em Natividade, TO","['16', '49', '55', '20', '10', '26']","['10', '16', '20', '26', '49', '55']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 83, 'valorPremio': 25186.56}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6028, 'valorPremio': 495.42}]",[],,1.0,1236.0,01/12/2010,[],35707024.0,2420560.36,55571361.42,21151251.64,25000000.0
7270,megasena,2455.0,19/02/2022,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP","['59', '53', '38', '21', '50', '56']","['21', '38', '50', '53', '56', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 44, 'valorPremio': 76582.32}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3811, 'valorPremio': 1263.11}]",[],,1.0,2456.0,22/02/2022,[],58444069.5,3901667.63,9572791.6,31509244.82,37000000.0
