,loteria,concurso,data,local,dezenasOrdemSorteio,dezenas,trevos,timeCoracao,mesSorte,premiacoes,estadosPremiados,observacao,acumulou,proximoConcurso,dataProximoConcurso,localGanhadores,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso
247,maismilionaria,31.0,24/12/2022,"Espaço da Sorte em SAO PAULO, SP","['29', '32', '15', '14', '50', '41', '05', '03']","['14', '15', '29', '32', '41', '50']","['3', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 177675.49}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 13, 'valorPremio': 6074.37}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 63, 'valorPremio': 1342.97}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 643, 'valorPremio': 131.58}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1090, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 6903, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 8662, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 52875, 'valorPremio': 6}]",[],,1.0,32.0,31/12/2022,[],4981458.0,0.0,0.0,21767469.55,22000000.0
271,maismilionaria,168.0,31/07/2024,"Espaço da Sorte em SAO PAULO, SP","['15', '14', '02', '33', '32', '28', '01', '05']","['02', '14', '15', '28', '32', '33']","['1', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 14, 'valorPremio': 21469.29}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 59, 'valorPremio': 1679.47}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 734, 'valorPremio': 134.99}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 985, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 8236, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 7956, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 66176, 'valorPremio': 6}]",[],,1.0,169.0,03/08/2024,[],5805684.0,0.0,0.0,1566242.6,10000000.0
302,maismilionaria,269.0,19/07/2025,"Espaço da Sorte em SAO PAULO, SP","['35', '19', '20', '26', '24', '23', '02', '05']","['19', '20', '23', '24', '26', '35']","['2', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 24, 'valorPremio': 32749.09}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 187, 'valorPremio': 1385.63}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1810, 'valorPremio': 143.15}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3343, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 20824, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 27766, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 167505, 'valorPremio': 6}]",,,1.0,270.0,23/07/2025,[],15201042.0,0.0,0.0,129307397.9,132000000.0
422,maismilionaria,57.0,24/06/2023,"Espaço da Sorte em SAO PAULO, SP","['26', '44', '16', '08', '40', '50', '02', '06']","['08', '16', '26', '40', '44', '50']","['2', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 139793.43}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 16, 'valorPremio': 7766.3}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 74, 'valorPremio': 1799.14}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 975, 'valorPremio': 136.55}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1536, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 10185, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 12171, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 85054, 'valorPremio': 6}]",[],,1.0,58.0,01/07/2023,[],7761936.0,0.0,0.0,51067531.74,52000000.0
440,maismilionaria,165.0,20/07/2024,"Espaço da Sorte em SAO PAULO, SP","['37', '48', '07', '38', '41', '03', '05', '01']","['03', '07', '37', '38', '41', '48']","['1', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 9, 'valorPremio': 75775.7}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 37, 'valorPremio': 8191.96}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 154, 'valorPremio': 2108.78}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2219, 'valorPremio': 146.35}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2911, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 25578, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 24613, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 206495, 'valorPremio': 6}]",[],,1.0,166.0,24/07/2024,[],18712554.0,0.0,0.0,246746189.77,250000000.0
472,maismilionaria,247.0,2025-05-03,"Espaço da Sorte em SAO PAULO, SP","['15', '03', '47', '22', '45', '35', '06', '05']","['03', '15', '22', '35', '45', '47']","['5', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 9, 'valorPremio': 50824.9}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 44, 'valorPremio': 4620.45}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 221, 'valorPremio': 985.61}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2615, 'valorPremio': 83.29}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2651, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 23576, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 16778, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 164007, 'valorPremio': 6}]",,,1.0,248.0,07/05/2025,[],13254894.0,0.0,0.0,75611624.51,76500000.0
497,maismilionaria,144.0,08/05/2024,"Espaço da Sorte em SAO PAULO, SP","['18', '38', '15', '33', '19', '24', '02', '03']","['15', '18', '19', '24', '33', '38']","['2', '3']",,-,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 287824.55}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 41, 'valorPremio': 6240.1}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 217, 'valorPremio': 1263.21}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2638, 'valorPremio': 103.91}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3719, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 29455, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 27306, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 223047, 'valorPremio': 6}]",[],,1.0,145.0,11/05/2024,[],17307030.0,0.0,0.0,181272036.89,183000000.0
525,maismilionaria,243.0,19/04/2025,"Espaço da Sorte em SAO PAULO, SP","['39', '43', '05', '18', '20', '03', '06', '04']","['03', '05', '18', '20', '39', '43']","['4', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 4, 'valorPremio': 79778.07}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 37, 'valorPremio': 3833.18}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 84, 'valorPremio': 1809.02}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1392, 'valorPremio': 109.16}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1308, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 13168, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 9920, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 100084, 'valorPremio': 6}]",[],,1.0,244.0,23/04/2025,[],8734542.0,0.0,0.0,69814707.48,71000000.0
693,maismilionaria,290.0,01/10/2025,"Espaço da Sorte em SAO PAULO, SP","['20', '04', '29', '31', '36', '46', '06', '02']","['04', '20', '29', '31', '36', '46']","['2', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 16, 'valorPremio': 50938.58}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 117, 'valorPremio': 2296.47}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1554, 'valorPremio': 172.9}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2258, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 18814, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 20493, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 158177, 'valorPremio': 6}]",[],,1.0,291.0,04/10/2025,[],14993886.0,0.0,0.0,167073869.11,170000000.0
718,maismilionaria,72.0,26/08/2023,"Espaço da Sorte em SAO PAULO, SP","['06', '41', '25', '35', '07', '48', '02', '06']","['06', '07', '25', '35', '41', '48']","['2', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 16, 'valorPremio': 28559.68}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 67, 'valorPremio': 1573.9}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 990, 'valorPremio': 152.16}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1486, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 10724, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 12646, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 94214, 'valorPremio': 6}]",[],,1.0,73.0,30/08/2023,[],8643120.0,0.0,0.0,66375604.68,68000000.0
774,maismilionaria,266.0,2025-07-09,"Espaço da Sorte em SAO PAULO, SP","['09', '24', '02', '45', '44', '12', '03', '06']","['02', '09', '12', '24', '44', '45']","['3', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 6, 'valorPremio': 85145.95}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 61, 'valorPremio': 3722.23}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 220, 'valorPremio': 1105.79}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2603, 'valorPremio': 93.45}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3632, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 24477, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 25240, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 175935, 'valorPremio': 6}]",[],,1.0,267.0,12/07/2025,[],14860656.0,0.0,0.0,123584391.59,125000000.0
784,maismilionaria,75.0,2023-09-06,"Espaço da Sorte em SAO PAULO, SP","['19', '26', '10', '04', '31', '11', '01', '03']","['04', '10', '11', '19', '26', '31']","['1', '3']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 22, 'valorPremio': 16951.28}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 94, 'valorPremio': 1307.9}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1113, 'valorPremio': 110.46}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1636, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 11120, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 11589, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 86122, 'valorPremio': 6}]",[],,1.0,76.0,09/09/2023,[],7414644.0,0.0,0.0,69392938.79,71000000.0
822,maismilionaria,255.0,31/05/2025,"Espaço da Sorte em SAO PAULO, SP","['07', '33', '02', '01', '09', '04', '03', '04']","['01', '02', '04', '07', '09', '33']","['3', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 305439.42}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 57, 'valorPremio': 4763.19}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 199, 'valorPremio': 1461.78}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2911, 'valorPremio': 99.92}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3899, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 28420, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 28611, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 208947, 'valorPremio': 6}]",[],,1.0,256.0,04/06/2025,[],17601444.0,0.0,0.0,105234850.77,107000000.0
849,maismilionaria,89.0,25/10/2023,"Espaço da Sorte em SAO PAULO, SP","['41', '21', '23', '09', '06', '02', '03', '06']","['02', '06', '09', '21', '23', '41']","['3', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 365540.1}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 32, 'valorPremio': 5076.94}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 133, 'valorPremio': 1308.77}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1728, 'valorPremio': 100.73}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2266, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 18307, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 16357, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 132411, 'valorPremio': 6}]",,,1.0,90.0,28/10/2023,[],10792278.0,0.0,0.0,87228805.93,89000000.0
870,maismilionaria,117.0,31/01/2024,"Espaço da Sorte em SAO PAULO, SP","['38', '05', '25', '11', '27', '04', '02', '01']","['04', '05', '11', '25', '27', '38']","['1', '2']",,null,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 4, 'valorPremio': 132206.78}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 52, 'valorPremio': 4519.89}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 149, 'valorPremio': 1690.08}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2303, 'valorPremio': 109.34}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2543, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 23858, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 18396, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 178665, 'valorPremio': 6}]",[],,1.0,118.0,03/02/2024,[],15029502.0,0.0,0.0,131713346.75,134000000.0
872,maismilionaria,41.0,04/03/2023,"Espaço da Sorte em SAO PAULO, SP","['16', '40', '18', '42', '05', '44', '01', '04']","['05', '16', '18', '40', '42', '44']","['1', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 15, 'valorPremio': 29834.61}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 83, 'valorPremio': 1777.51}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1153, 'valorPremio': 127.95}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1289, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 11678, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 10419, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 91410, 'valorPremio': 6}]",[],,1.0,42.0,11/03/2023,[],8443164.0,0.0,0.0,30108341.02,31000000.0
874,maismilionaria,284.0,2025-09-10,"Espaço da Sorte em SAO PAULO, SP","['05', '45', '06', '30', '04', '38', '02', '04']","['04', '05', '06', '30', '38', '45']","['2', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 23, 'valorPremio': 33002.13}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 116, 'valorPremio': 2157.2}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1596, 'valorPremio': 156.78}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2674, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 21492, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 21824, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 165185, 'valorPremio': 6}]",,,1.0,285.0,13/09/2025,[],14598636.0,0.0,0.0,155691016.53,158000000.0
891,maismilionaria,238.0,2025-04-02,"Espaço da Sorte em SAO PAULO, SP","['35', '23', '12', '21', '03', '16', '05', '01']","['03', '12', '16', '21', '23', '35']","['1', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 26, 'valorPremio': 18223.36}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 97, 'valorPremio': 1610.31}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1192, 'valorPremio': 131.04}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1739, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 14138, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 13085, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 108291, 'valorPremio': 6}]",[],,1.0,239.0,05/04/2025,[],9221922.0,0.0,0.0,63770855.61,65000000.0
1064,maismilionaria,33.0,07/01/2023,"Espaço da Sorte em SAO PAULO, SP","['03', '06', '21', '13', '32', '01', '05', '04']","['01', '03', '06', '13', '21', '32']","['4', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 15, 'valorPremio': 22746.93}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 55, 'valorPremio': 1431.62}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1101, 'valorPremio': 102.16}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1052, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 11484, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 8216, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 86841, 'valorPremio': 6}]",[],,1.0,34.0,14/01/2023,[],6853884.0,0.0,0.0,23438063.33,24000000.0
